Lexical Feature,Spearman Correlation,p-value
TTR,-0.01805543413765832,0.9062889525946964
CorrectedTTR,-0.027083151206487483,0.8598232963616345
RootTTR,-0.027083151206487483,0.8598232963616345
BilogTTR,-0.028780670655327155,0.8511334230071717
MTLD,0.295956414857252,0.04838892984104804
