Slice,Metric,Value
full,MAE,0.4798952377763339
full,MSE,0.431115319390207
full,RMSE,0.6565937247569512
full,MAPE,12.27047641955785
full,R2,-0.6405240179833405
full,Adjusted_R2,-0.8466200001420516
full,MPE,2.4845342485538344
full,MedAE,0.3588989435406704
full,Theils_U,0.1588670972995048
full,Cochran_Q,1.6405240179833405
