Slice,Metric,Value
full,MAE,0.5834491210697792
full,MSE,0.62089833323806
full,RMSE,0.7879710230954309
full,MAPE,14.66844202288077
full,R2,-1.4005283536462572
full,Adjusted_R2,-1.709874790971806
full,MPE,6.147932480853415
full,MedAE,0.4378427406031251
full,Theils_U,0.19100467677852334
full,Cochran_Q,2.400528353646257
