,text_density_mean,text_discourse_mean,text_diversity_mean,text_linking_rate_mean,text_LIWC_mean,text_reference_mean,text_synonyms_rate_mean,text_density_var,text_discourse_var,text_diversity_var,text_linking_rate_var,text_LIWC_var,text_reference_var,text_synonyms_rate_var
length,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
redundancy,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
topic,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
structure,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
languageLVL,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
passiveV,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
negLang,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
metaphor,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
discours,-0.015428201980041537,-0.003312981665221338,0.0447044196153379,0.027694682739280593,0.02696753468098634,-0.04487072445339065,0.0,0.02107291909787135,0.006524065620416734,0.01771959443109771,0.010950700896114038,0.01658091549211275,0.01814691912284631,0.021866924122916295
