Lexical Feature,Spearman Correlation,p-value
TTR,-0.03984397450620609,0.7949692171051977
CorrectedTTR,-0.06756152198878423,0.6592366439433746
RootTTR,-0.06756152198878423,0.6592366439433746
BilogTTR,-0.06756152198878423,0.6592366439433746
MTLD,0.25982632930455984,0.08476878466260485
