Slice,Metric,Value
full,MAE,0.8305265923797435
full,MSE,0.9676102582715431
full,RMSE,0.9836718244778302
full,MAPE,19.935834455708747
full,R2,-2.8951463973118012
full,Adjusted_R2,-3.3337890096216887
full,MPE,15.71693968494107
full,MedAE,0.7723066123600499
full,Theils_U,0.23761458359694537
full,Cochran_Q,3.8951463973118012
