Slice,Metric,Value
full,MAE,0.7571062008846899
full,MSE,1.1226897498733903
full,RMSE,1.0595705497386148
full,MAPE,19.271967150120215
full,R2,-3.5194239076483678
full,Adjusted_R2,-4.028368041392554
full,MPE,-2.1303700231491156
full,MedAE,0.5317954769654802
full,Theils_U,0.25594858844450086
full,Cochran_Q,4.519423907648368
