Lexical Feature,Spearman Correlation,p-value
TTR,0.14135814571245398,0.35432248287231705
CorrectedTTR,0.18515926128532703,0.22333941311342193
RootTTR,0.18515926128532703,0.22333941311342193
BilogTTR,0.19312310048039485,0.20370777918637592
MTLD,0.03185220886220638,0.8354546420657414
