Slice,Metric,Value,,
full,MAE,1.0020245993792998,,$1.00$&
full,MSE,1.2265906786059553,,$1.23$&
full,RMSE,1.1075155432796215,,$1.11$&
full,MAPE,23.89839522901325,,$23.90$&
full,R2,-3.840830576572259,,$-3.84$&
,,,,
,,,,
full,MedAE,1.0,,$1.00$&
