Slice,Metric,Value
full,MAE,0.8622380192747722
full,MSE,1.0227165919032706
full,RMSE,1.0112945129403554
full,MAPE,20.687075324764457
full,R2,-3.1169787260617188
full,Adjusted_R2,-3.5806024564740744
full,MPE,16.052146166197424
full,MedAE,0.835140652479825
full,Theils_U,0.24428708702087465
full,Cochran_Q,4.116978726061719
