Slice,Metric,Value
full,MAE,0.6194599583771304
full,MSE,0.7044438440479195
full,RMSE,0.8393115297956532
full,MAPE,15.523505022731266
full,R2,-1.6425089635034977
full,Adjusted_R2,-1.9830384691096183
full,MPE,6.285685114550028
full,MedAE,0.4440972086577899
full,Theils_U,0.20293539584226603
full,Cochran_Q,2.6425089635034977
