Slice,Metric,Value
full,MAE,0.6064442384622956
full,MSE,0.638610354232998
full,RMSE,0.799130999419368
full,MAPE,15.217585196562094
full,R2,-1.4544467511090082
full,Adjusted_R2,-1.7659247652091365
full,MPE,6.113896150758998
full,MedAE,0.4440972086577899
full,Theils_U,0.19335500656378007
full,Cochran_Q,2.4544467511090082
