Slice,Metric,Value,,
full,MAE,0.5516335373968398,,$0.55$&
full,MSE,0.4622585491134166,,$0.46$&
full,RMSE,0.6798959840397769,,$0.68$&
full,MAPE,14.079045880473668,,$14.08$&
full,R2,-0.8120187264672318,,$-0.81$&
,,,,
,,,,
full,MedAE,0.4440972086577899,,$0.44$&
