Slice,Metric,Value
full,MAE,0.8499700603869651
full,MSE,1.022318140216621
full,RMSE,1.0110974929336047
full,MAPE,20.405135000459676
full,R2,-3.1153747459070145
full,Adjusted_R2,-3.5788178479235704
full,MPE,15.762086815792618
full,MedAE,0.7969285832981701
full,Theils_U,0.24423949510485207
full,Cochran_Q,4.1153747459070145
