Slice,Metric,Value,,
full,MAE,0.9671945185619464,,$0.97$&
full,MSE,1.2044619963243597,,$1.20$&
full,RMSE,1.0974798386869618,,$1.10$&
full,MAPE,22.901733021751177,,$22.90$&
full,R2,-3.637479331855844,,$-3.64$&
,,,,
,,,,
full,MedAE,1.0,,$1.00$&
