Slice,Metric,Value
full,MAE,0.604524450287728
full,MSE,0.754804188360931
full,RMSE,0.8687946756057676
full,MAPE,15.085158243360283
full,R2,-1.87667465222315
full,Adjusted_R2,-2.2473801486436593
full,MPE,5.685996073685457
full,MedAE,0.4169457678461552
full,Theils_U,0.21013853228162627
full,Cochran_Q,2.87667465222315
