Lexical Feature,Spearman Correlation,p-value
TTR,-0.06695228394773613,0.6621244775398754
CorrectedTTR,-0.06352283052084394,0.6784698761163184
RootTTR,-0.06352283052084394,0.6784698761163184
BilogTTR,-0.05666392366705957,0.7115956027216221
MTLD,0.24596103320322318,0.10338592923553168
