Slice,Metric,Value
full,MAE,0.7970395805865494
full,MSE,1.2049146698586035
full,RMSE,1.0976860525025376
full,MAPE,20.159449278485837
full,R2,-3.850422983063062
full,Adjusted_R2,-4.396641787462056
full,MPE,-1.0508331266658906
full,MedAE,0.5747040008096946
full,Theils_U,0.2651557234792422
full,Cochran_Q,4.850422983063062
