Slice,Metric,Value
full,MAE,0.5766863899067001
full,MSE,0.6084152836131133
full,RMSE,0.7800097971263651
full,MAPE,14.639003794701896
full,R2,-1.322374021966056
full,Adjusted_R2,-1.614129552363802
full,MPE,0.2062134321990156
full,MedAE,0.4158804331639203
full,Theils_U,0.1888226031727356
full,Cochran_Q,2.322374021966056
